y_true,proba,label_pred
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
0,0.8771904205607471,1
1,0.8771904205607471,1
0,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
0,0.8771904205607471,1
1,0.8771904205607471,1
0,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
0,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
0,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
0,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
0,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
1,0.8771904205607471,1
0,0.8771904205607471,1
